date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:56	96/96	---MCZ	200	added ('OK')	text/plain	date:Sat,%2006%20Nov%202021%2015:45:52%20GMT	https://www.caretta-spa.cz/robots.txt		(from )
16:45:57	195046/195046	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:45:52%20GMT	https://www.caretta-spa.cz/	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/index.html	(from )
16:45:57	18865/18865	---M--	200	added ('OK')	image/png	etag:%225a0d4f07-49b1%22	https://www.caretta-spa.cz/img/logo-fb.png	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/img/logo-fb.png	(from https://www.caretta-spa.cz/)
16:45:57	2285/2285	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/img/xfavicon.jpg.pagespeed.ic.koGU45d2O8.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/img/xfavicon.jpg.pagespeed.ic.koGU45d2O8.jpg	(from https://www.caretta-spa.cz/)
16:45:57	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a0d4ef1-4e9f%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regular.eot	(from https://www.caretta-spa.cz/)
16:45:57	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a0d4ef1-4e9f%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.caretta-spa.cz/)
16:45:58	18028/18028	---M--	200	added ('OK')	application/octet-stream	etag:%225a0d4ef1-466c%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regular.woff2	(from https://www.caretta-spa.cz/)
16:45:58	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225a0d4ef1-5b80%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regular.woff	(from https://www.caretta-spa.cz/)
16:45:58	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%225a0d4ef1-b15c%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regular.ttf	(from https://www.caretta-spa.cz/)
16:45:58	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a0d4ef1-1a8c2%22	https://www.caretta-spa.cz/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/fonts/glyphicons-halflings-regular.svg	(from https://www.caretta-spa.cz/)
16:45:58	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a0d4f07-12ae6%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.eot	(from https://www.caretta-spa.cz/)
16:45:59	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225a0d4f07-12ae6%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfontd41d.eot	(from https://www.caretta-spa.cz/)
16:45:59	71896/71896	---M--	200	added ('OK')	application/octet-stream	etag:%225a0d4f07-118d8%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.woff2	(from https://www.caretta-spa.cz/)
16:45:59	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%225a0d4f07-1612c%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.woff	(from https://www.caretta-spa.cz/)
16:45:59	152796/152796	---M--	200	added ('OK')	application/octet-stream	etag:%225a0d4f07-254dc%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.ttf	(from https://www.caretta-spa.cz/)
16:46:00	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a0d4f07-5f9c6%22	https://www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.svg	(from https://www.caretta-spa.cz/)
16:46:00	280/280	---M--	200	added ('OK')	image/png	etag:%225a0d4f07-118%22	https://www.caretta-spa.cz/plugins/lightbox2/dist/images/close.png	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/lightbox2/dist/images/close.png	(from https://www.caretta-spa.cz/)
16:46:00	8476/8476	---M--	200	added ('OK')	image/gif	etag:%225a0d4f07-211c%22	https://www.caretta-spa.cz/plugins/lightbox2/dist/images/loading.gif	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/lightbox2/dist/images/loading.gif	(from https://www.caretta-spa.cz/)
16:46:00	1360/1360	---M--	200	added ('OK')	image/png	etag:%225a0d4f07-550%22	https://www.caretta-spa.cz/plugins/lightbox2/dist/images/prev.png	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/lightbox2/dist/images/prev.png	(from https://www.caretta-spa.cz/)
16:46:00	1350/1350	---M--	200	added ('OK')	image/png	etag:%225a0d4f07-546%22	https://www.caretta-spa.cz/plugins/lightbox2/dist/images/next.png	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/plugins/lightbox2/dist/images/next.png	(from https://www.caretta-spa.cz/)
16:46:01	28457/28457	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261811eec-6f29%22	https://rec.smartlook.com/recorder.js	C:/My%20Web%20Sites/caretta/rec.smartlook.com/recorder.js	(from https://www.caretta-spa.cz/)
16:46:01	53/53	---MC-	200	added ('OK')	image/gif	etag:W/%220%22	https://www.caretta-spa.cz/pagespeed_static/1.JiBnMqyl6S.gif	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/pagespeed_static/1.JiBnMqyl6S.gif	(from https://www.caretta-spa.cz/)
16:46:01	4700/4700	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://www.caretta-spa.cz/img/xlogo.png.pagespeed.ic.WoQPhwILTJ.png	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/img/xlogo.png.pagespeed.ic.WoQPhwILTJ.png	(from https://www.caretta-spa.cz/)
16:46:01	337756/337756	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2009:56:46%20GMT	https://www.caretta-spa.cz/images/MzI0eDE5MjB4MA==/xvirivka+caretta+spa+u+bazenu+2.jpg.pagespeed.ic.C4-MNWuFvQ.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MzI0eDE5MjB4MA==/xvirivka+caretta+spa+u+bazenu+2.jpg.pagespeed.ic.C4-MNWuFvQ.jpg	(from https://www.caretta-spa.cz/)
16:46:02	113088/113088	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:45:58%20GMT	https://www.caretta-spa.cz/caretta-connect	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/caretta-connect.html	(from https://www.caretta-spa.cz/)
16:46:02	113236/113236	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:45:58%20GMT	https://www.caretta-spa.cz/virivky/caretta-individual	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/virivky/caretta-individual.html	(from https://www.caretta-spa.cz/)
16:46:02	46794/46794	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:45:58%20GMT	https://www.caretta-spa.cz/images/MjEweDc1MHgw/x,PC3,PBAvod+box-lev,PC3,PBD2.jpg.pagespeed.ic.bYBdm_FgRi.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjEweDc1MHgw/x,PC3,PBAvod+box-lev,PC3,PBD2.jpg.pagespeed.ic.bYBdm_FgRi.jpg	(from https://www.caretta-spa.cz/)
16:46:02	38940/38940	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2006:44:51%20GMT	https://www.caretta-spa.cz/images/MjE4eDUwMHgw/x,PC3,PBAvod+box-st,PC5,P99ed3_resize.jpg.pagespeed.ic.gqFzdOVbz-.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjE4eDUwMHgw/x,PC3,PBAvod+box-st,PC5,P99ed3_resize.jpg.pagespeed.ic.gqFzdOVbz-.jpg	(from https://www.caretta-spa.cz/)
16:46:03	22979/22979	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/MjIxeDc1MHgw/x,PC3,PBAvod+box-prav,PC3,PBD1.jpg.pagespeed.ic.YYNwO1xdGi.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjIxeDc1MHgw/x,PC3,PBAvod+box-prav,PC3,PBD1.jpg.pagespeed.ic.YYNwO1xdGi.jpg	(from https://www.caretta-spa.cz/)
16:46:03	110992/110992	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:45:59%20GMT	https://www.caretta-spa.cz/novinky/ochlazovaci-kad-budfitter	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/novinky/ochlazovaci-kad-budfitter.html	(from https://www.caretta-spa.cz/)
16:46:03	115613/115613	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:45:59%20GMT	https://www.caretta-spa.cz/novinky	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/novinky.html	(from https://www.caretta-spa.cz/)
16:46:04	135482/135482	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:00%20GMT	https://www.caretta-spa.cz/virivky	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/virivky.html	(from https://www.caretta-spa.cz/)
16:46:04	83938/83938	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTN4ODAweDA=/xvod+produkt+box-v,PC3,PAD,PC5,P99ivky2.jpg.pagespeed.ic.mGCHXuDDCm.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTN4ODAweDA=/xvod+produkt+box-v,PC3,PAD,PC5,P99ivky2.jpg.pagespeed.ic.mGCHXuDDCm.jpg	(from https://www.caretta-spa.cz/)
16:46:05	118627/118627	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:00%20GMT	https://www.caretta-spa.cz/sauny	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/sauny.html	(from https://www.caretta-spa.cz/)
16:46:05	57484/57484	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/MjF4ODAweDA=/xvod+produkt+box-finsk,PC3,PA9+sauny1.jpg.pagespeed.ic.QDLfTMj_wt.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjF4ODAweDA=/xvod+produkt+box-finsk,PC3,PA9+sauny1.jpg.pagespeed.ic.QDLfTMj_wt.jpg	(from https://www.caretta-spa.cz/)
16:46:05	113486/113486	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:01%20GMT	https://www.caretta-spa.cz/ochlazovaci-systemy	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/ochlazovaci-systemy.html	(from https://www.caretta-spa.cz/)
16:46:05	46571/46571	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2009:56:46%20GMT	https://www.caretta-spa.cz/images/MjQzeDgwMHgw/x,PC3,PBAvod+produkt+box-ochlazovac,PC3,PAD+syst,PC3,PA9my2.jpg.pagespeed.ic.bxjGDC8V1L.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjQzeDgwMHgw/x,PC3,PBAvod+produkt+box-ochlazovac,PC3,PAD+syst,PC3,PA9my2.jpg.pagespeed.ic.bxjGDC8V1L.jpg	(from https://www.caretta-spa.cz/)
16:46:06	113666/113666	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:01%20GMT	https://www.caretta-spa.cz/parni-lazne	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/parni-lazne.html	(from https://www.caretta-spa.cz/)
16:46:06	60173/60173	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2006:44:51%20GMT	https://www.caretta-spa.cz/images/Mzh4ODAweDA=/xvod+produkt+box-parn,PC3,PAD+l,PC3,PA1zn,PC4,P9B1.jpg.pagespeed.ic.HusNIjytv4.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/Mzh4ODAweDA=/xvod+produkt+box-parn,PC3,PAD+l,PC3,PA1zn,PC4,P9B1.jpg.pagespeed.ic.HusNIjytv4.jpg	(from https://www.caretta-spa.cz/)
16:46:06	116365/116365	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:02%20GMT	https://www.caretta-spa.cz/stavebnicovy-system-profipref	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/stavebnicovy-system-profipref.html	(from https://www.caretta-spa.cz/)
16:46:06	78260/78260	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2006:44:51%20GMT	https://www.caretta-spa.cz/images/Mzl4ODAweDA=/xvod+produkt+box-syst,PC3,PA9m+profipref1.jpg.pagespeed.ic.A1QKtcxlwc.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/Mzl4ODAweDA=/xvod+produkt+box-syst,PC3,PA9m+profipref1.jpg.pagespeed.ic.A1QKtcxlwc.jpg	(from https://www.caretta-spa.cz/)
16:46:07	118336/118336	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:02%20GMT	https://www.caretta-spa.cz/swim-spa	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/swim-spa.html	(from https://www.caretta-spa.cz/)
16:46:07	91887/91887	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NjI1eDgwMHgw/xswim+spa+Torrente+by+CARETTA+SPA+.jpg.pagespeed.ic.Ut3xhz2J8E.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NjI1eDgwMHgw/xswim+spa+Torrente+by+CARETTA+SPA+.jpg.pagespeed.ic.Ut3xhz2J8E.jpg	(from https://www.caretta-spa.cz/)
16:46:07	112306/112306	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:03%20GMT	https://www.caretta-spa.cz/look-spa	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/look-spa.html	(from https://www.caretta-spa.cz/)
16:46:07	78928/78928	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NjExeDgwMHgw/xkontejnerovawellness.JPG.pagespeed.ic.pVJKV-pkiD.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NjExeDgwMHgw/xkontejnerovawellness.JPG.pagespeed.ic.pVJKV-pkiD.jpg	(from https://www.caretta-spa.cz/)
16:46:08	112169/112169	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:04%20GMT	https://www.caretta-spa.cz/hotelovy-interier	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/hotelovy-interier.html	(from https://www.caretta-spa.cz/)
16:46:08	64245/64245	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NjEzeDgwMHgw/xhotelovyinterier.jpg.pagespeed.ic.9-CqApHUPN.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NjEzeDgwMHgw/xhotelovyinterier.jpg.pagespeed.ic.9-CqApHUPN.jpg	(from https://www.caretta-spa.cz/)
16:46:08	114313/114313	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:04%20GMT	https://www.caretta-spa.cz/lazenske-vany	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/lazenske-vany.html	(from https://www.caretta-spa.cz/)
16:46:08	26566/26566	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/MjN4ODAweDA=/xvod+produkt+box-l,PC3,PA1ze,PC5,P88sk,PC3,PA9+vany1.jpg.pagespeed.ic.vlqg0XevXt.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjN4ODAweDA=/xvod+produkt+box-l,PC3,PA1ze,PC5,P88sk,PC3,PA9+vany1.jpg.pagespeed.ic.vlqg0XevXt.jpg	(from https://www.caretta-spa.cz/)
16:46:09	114525/114525	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:05%20GMT	https://www.caretta-spa.cz/luxusni-osvetleni-do-wellness-aura	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/luxusni-osvetleni-do-wellness-aura.html	(from https://www.caretta-spa.cz/)
16:46:09	31891/31891	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/Mjd4ODAweDA=/xvod+produkt+box-sv,PC4,P9Btlo++aura1.jpg.pagespeed.ic.hOUhcvD4nw.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/Mjd4ODAweDA=/xvod+produkt+box-sv,PC4,P9Btlo++aura1.jpg.pagespeed.ic.hOUhcvD4nw.jpg	(from https://www.caretta-spa.cz/)
16:46:09	112032/112032	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Nov%202021%2015:46:05%20GMT	https://www.caretta-spa.cz/sedak-trono	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/sedak-trono.html	(from https://www.caretta-spa.cz/)
16:46:09	33194/33194	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTR4ODAweDA=/xvod+produkt+box-sed,PC3,PA1k+trono1.jpg.pagespeed.ic.hitQwXIBz5.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTR4ODAweDA=/xvod+produkt+box-sed,PC3,PA1k+trono1.jpg.pagespeed.ic.hitQwXIBz5.jpg	(from https://www.caretta-spa.cz/)
16:46:09	478924/478924	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-iC7gL0hQP5%22	https://www.caretta-spa.cz/images/NTY2eDE5MjB4MA==/07.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY2eDE5MjB4MA==/07.jpg	(from https://www.caretta-spa.cz/)
16:46:09	105902/105902	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTY2eDc2N3gw/x07.jpg.pagespeed.ic.uLl19WEbII.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY2eDc2N3gw/x07.jpg.pagespeed.ic.uLl19WEbII.jpg	(from https://www.caretta-spa.cz/)
16:46:10	253736/253736	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:06%20GMT	https://www.caretta-spa.cz/images/NTU5eDE5MjB4MA==/00(1).jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTU5eDE5MjB4MA==/00(1).jpg	(from https://www.caretta-spa.cz/)
16:46:10	54876/54876	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTU5eDc2N3gw/x00,P281,P29.jpg.pagespeed.ic.slb2p_JN1I.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTU5eDc2N3gw/x00,P281,P29.jpg.pagespeed.ic.slb2p_JN1I.jpg	(from https://www.caretta-spa.cz/)
16:46:10	107527/107527	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTY5eDc2N3gw/x10.jpg.pagespeed.ic.ouAVjl-A0a.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY5eDc2N3gw/x10.jpg.pagespeed.ic.ouAVjl-A0a.jpg	(from https://www.caretta-spa.cz/)
16:46:10	450285/450285	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:06%20GMT	https://www.caretta-spa.cz/images/NTY5eDE5MjB4MA==/10.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY5eDE5MjB4MA==/10.jpg	(from https://www.caretta-spa.cz/)
16:46:11	550313/550313	---M--	200	added ('OK')	image/jpeg	etag:W/%22PSA-1ZahWqnBA6%22	https://www.caretta-spa.cz/images/NTY1eDE5MjB4MA==/06.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY1eDE5MjB4MA==/06.jpg	(from https://www.caretta-spa.cz/)
16:46:11	110011/110011	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2007:38:18%20GMT	https://www.caretta-spa.cz/images/NTY1eDc2N3gw/x06.jpg.pagespeed.ic.OutI7MN9kO.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY1eDc2N3gw/x06.jpg.pagespeed.ic.OutI7MN9kO.jpg	(from https://www.caretta-spa.cz/)
16:46:11	499113/499113	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:07%20GMT	https://www.caretta-spa.cz/images/NTc2eDE5MjB4MA==/17.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTc2eDE5MjB4MA==/17.jpg	(from https://www.caretta-spa.cz/)
16:46:11	102345/102345	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTc2eDc2N3gw/x17.jpg.pagespeed.ic.sVU4JsTPo2.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTc2eDc2N3gw/x17.jpg.pagespeed.ic.sVU4JsTPo2.jpg	(from https://www.caretta-spa.cz/)
16:46:12	384565/384565	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:07%20GMT	https://www.caretta-spa.cz/images/NTcyeDE5MjB4MA==/13.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTcyeDE5MjB4MA==/13.jpg	(from https://www.caretta-spa.cz/)
16:46:12	80858/80858	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2007:38:18%20GMT	https://www.caretta-spa.cz/images/NTcyeDc2N3gw/x13.jpg.pagespeed.ic.otfsWT_F-Q.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTcyeDc2N3gw/x13.jpg.pagespeed.ic.otfsWT_F-Q.jpg	(from https://www.caretta-spa.cz/)
16:46:12	181474/181474	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:08%20GMT	https://www.caretta-spa.cz/images/NTczeDE5MjB4MA==/14.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTczeDE5MjB4MA==/14.jpg	(from https://www.caretta-spa.cz/)
16:46:12	39888/39888	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTczeDc2N3gw/x14.jpg.pagespeed.ic.rfkuaYDCc1.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTczeDc2N3gw/x14.jpg.pagespeed.ic.rfkuaYDCc1.jpg	(from https://www.caretta-spa.cz/)
16:46:12	377455/377455	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:08%20GMT	https://www.caretta-spa.cz/images/NTY3eDE5MjB4MA==/08.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY3eDE5MjB4MA==/08.jpg	(from https://www.caretta-spa.cz/)
16:46:13	71402/71402	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTY3eDc2N3gw/x08.jpg.pagespeed.ic._oYTP00GpY.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY3eDc2N3gw/x08.jpg.pagespeed.ic._oYTP00GpY.jpg	(from https://www.caretta-spa.cz/)
16:46:13	502776/502776	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:09%20GMT	https://www.caretta-spa.cz/images/NTY0eDE5MjB4MA==/05.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY0eDE5MjB4MA==/05.jpg	(from https://www.caretta-spa.cz/)
16:46:13	99734/99734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2007:38:18%20GMT	https://www.caretta-spa.cz/images/NTY0eDc2N3gw/x05.jpg.pagespeed.ic.2kFwgsAN28.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTY0eDc2N3gw/x05.jpg.pagespeed.ic.2kFwgsAN28.jpg	(from https://www.caretta-spa.cz/)
16:46:13	294673/294673	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:09%20GMT	https://www.caretta-spa.cz/images/NTYweDE5MjB4MA==/01.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTYweDE5MjB4MA==/01.jpg	(from https://www.caretta-spa.cz/)
16:46:13	61723/61723	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/NTYweDc2N3gw/x01.jpg.pagespeed.ic.HJfRvXE-Kl.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/NTYweDc2N3gw/x01.jpg.pagespeed.ic.HJfRvXE-Kl.jpg	(from https://www.caretta-spa.cz/)
16:46:14	318553/318553	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:10%20GMT	https://www.caretta-spa.cz/images/MjUyeDE5MjB4MA==/CARETTA-spa+foto28.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjUyeDE5MjB4MA==/CARETTA-spa+foto28.jpg	(from https://www.caretta-spa.cz/)
16:46:14	54688/54688	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://www.caretta-spa.cz/images/MjUyeDc2N3gw/xCARETTA-spa+foto28.jpg.pagespeed.ic.m96mxikTNU.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MjUyeDc2N3gw/xCARETTA-spa+foto28.jpg.pagespeed.ic.m96mxikTNU.jpg	(from https://www.caretta-spa.cz/)
16:46:14	343734/343734	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2006%20Nov%202021%2015:46:10%20GMT	https://www.caretta-spa.cz/images/MzI1eDE5MjB4MA==/virivka+caretta+spa+u+bazenu+4.jpg	C:/My%20Web%20Sites/caretta/www.caretta-spa.cz/images/MzI1eDE5MjB4MA==/virivka+caretta+spa+u+bazenu+4.jpg	(from https://www.caretta-spa.cz/)
